HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2008,PT,Portugal,460,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2009,PT,Portugal,536,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2010,PT,Portugal,547,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2011,PT,Portugal,526,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2012,PT,Portugal,586,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2013,PT,Portugal,737,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2014,PT,Portugal,1064,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2015,PT,Portugal,1191,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2016,PT,Portugal,1230,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2017,PT,Portugal,1210,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2018,PT,Portugal,1109,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2019,PT,Portugal,1060,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,Total tested isolates,N,2020,PT,Portugal,877,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,3,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,4,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,12,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,20,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,20,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2011,PT,Portugal,17,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2012,PT,Portugal,22,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2013,PT,Portugal,13,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2014,PT,Portugal,55,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2015,PT,Portugal,46,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2016,PT,Portugal,40,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2017,PT,Portugal,32,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2018,PT,Portugal,28,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2019,PT,Portugal,16,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"I - 'susceptible, increased exposure' isolates ",N,2020,PT,Portugal,179,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2006,PT,Portugal,52,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2007,PT,Portugal,48,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2008,PT,Portugal,76,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2009,PT,Portugal,85,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2010,PT,Portugal,86,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2011,PT,Portugal,100,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2012,PT,Portugal,116,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2013,PT,Portugal,151,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2014,PT,Portugal,239,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2015,PT,Portugal,236,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2016,PT,Portugal,235,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2017,PT,Portugal,222,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2018,PT,Portugal,174,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2019,PT,Portugal,187,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,R - resistant isolates,N,2020,PT,Portugal,142,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,20.71713147,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,14.86068111,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,17.6744186,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,16.34615384,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,16.10486891,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,19.80198019,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,20.42253521,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,20.60027285,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,22.46240601,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,19.81528127,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,19.15240423,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,18.27160493,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,15.70397111,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,17.77566539,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,13.43424787,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2006,PT,Portugal,196,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2007,PT,Portugal,271,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2008,PT,Portugal,342,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2009,PT,Portugal,415,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2010,PT,Portugal,428,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2011,PT,Portugal,388,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2012,PT,Portugal,430,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2013,PT,Portugal,569,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2014,PT,Portugal,770,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2015,PT,Portugal,909,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2016,PT,Portugal,952,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2017,PT,Portugal,961,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2018,PT,Portugal,906,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2019,PT,Portugal,849,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,S - susceptible isolates,N,2020,PT,Portugal,736,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2006,PT,Portugal,251,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2007,PT,Portugal,323,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2008,PT,Portugal,430,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2009,PT,Portugal,520,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2010,PT,Portugal,534,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2011,PT,Portugal,505,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2012,PT,Portugal,568,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2013,PT,Portugal,733,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2014,PT,Portugal,1064,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2015,PT,Portugal,1191,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2016,PT,Portugal,1227,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2017,PT,Portugal,1215,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2018,PT,Portugal,1108,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2019,PT,Portugal,1052,
Antimicrobial resistance,Pseudomonas aeruginosa|Carbapenems,Total tested isolates,N,2020,PT,Portugal,1057,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,8,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,17,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,31,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,25,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,35,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2011,PT,Portugal,31,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2012,PT,Portugal,30,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2013,PT,Portugal,54,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2014,PT,Portugal,46,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2015,PT,Portugal,28,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2016,PT,Portugal,23,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2017,PT,Portugal,18,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2018,PT,Portugal,2,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2019,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"I - 'susceptible, increased exposure' isolates ",N,2020,PT,Portugal,157,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2006,PT,Portugal,51,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2007,PT,Portugal,54,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2008,PT,Portugal,74,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2009,PT,Portugal,67,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2010,PT,Portugal,67,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2011,PT,Portugal,80,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2012,PT,Portugal,90,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2013,PT,Portugal,114,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2014,PT,Portugal,233,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2015,PT,Portugal,227,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2016,PT,Portugal,221,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2017,PT,Portugal,226,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2018,PT,Portugal,203,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2019,PT,Portugal,186,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,R - resistant isolates,N,2020,PT,Portugal,141,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,19.31818181,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,15.92920353,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,15.94827586,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,12.5,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,12.24862888,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,15.20912547,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,15.33219761,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,15.46811397,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,21.9604147,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,19.15611814,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,17.99674267,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,18.58552631,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,18.62385321,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,17.64705882,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,14.43193449,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2006,PT,Portugal,205,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2007,PT,Portugal,268,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2008,PT,Portugal,359,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2009,PT,Portugal,444,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2010,PT,Portugal,445,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2011,PT,Portugal,415,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2012,PT,Portugal,467,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2013,PT,Portugal,569,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2014,PT,Portugal,782,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2015,PT,Portugal,930,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2016,PT,Portugal,984,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2017,PT,Portugal,972,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2018,PT,Portugal,885,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2019,PT,Portugal,868,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,S - susceptible isolates,N,2020,PT,Portugal,679,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2006,PT,Portugal,264,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2007,PT,Portugal,339,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2008,PT,Portugal,464,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2009,PT,Portugal,536,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2010,PT,Portugal,547,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2011,PT,Portugal,526,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2012,PT,Portugal,587,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2013,PT,Portugal,737,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2014,PT,Portugal,1061,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2015,PT,Portugal,1185,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2016,PT,Portugal,1228,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2017,PT,Portugal,1216,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2018,PT,Portugal,1090,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2019,PT,Portugal,1054,
Antimicrobial resistance,Pseudomonas aeruginosa|Ceftazidime,Total tested isolates,N,2020,PT,Portugal,977,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2005,PT,Portugal,0,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2006,PT,Portugal,33,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2007,PT,Portugal,31,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2008,PT,Portugal,61,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2009,PT,Portugal,71,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2010,PT,Portugal,77,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2011,PT,Portugal,84,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2012,PT,Portugal,103,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2013,PT,Portugal,88,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2014,PT,Portugal,219,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2015,PT,Portugal,201,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2016,PT,Portugal,182,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2017,PT,Portugal,195,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2018,PT,Portugal,169,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2019,PT,Portugal,149,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)",R - resistant isolates,N,2020,PT,Portugal,115,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2005,PT,Portugal,-,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2006,PT,Portugal,12.40601503,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2007,PT,Portugal,9.14454277,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2008,PT,Portugal,13.0620985,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2009,PT,Portugal,13.24626865,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2010,PT,Portugal,14.05109489,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2011,PT,Portugal,16,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2012,PT,Portugal,17.54684838,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2013,PT,Portugal,11.9402985,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2014,PT,Portugal,20.58270676,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2015,PT,Portugal,16.94772344,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2016,PT,Portugal,14.79674796,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2017,PT,Portugal,16.06260296,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2018,PT,Portugal,15.25270758,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2019,PT,Portugal,14.10984848,
Antimicrobial resistance,"Pseudomonas aeruginosa|Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",%,2020,PT,Portugal,10.8490566,
